True_Status,Risk_Score,Risk_Level
Graduate,0.10189835402745073,Low Risk
Graduate,0.03574863928750168,Low Risk
Enrolled,0.14604453111441607,Low Risk
Graduate,0.06584998084145295,Low Risk
Graduate,0.03675309710187898,Low Risk
Graduate,0.06153181415222127,Low Risk
Dropout,0.905670367010299,High Risk
Dropout,0.9477175030298494,High Risk
Graduate,0.024645833136236528,Low Risk
Enrolled,0.16042926545958353,Low Risk
Dropout,0.8569180872615313,High Risk
Graduate,0.06022057763498637,Low Risk
Dropout,0.943449656674849,High Risk
Graduate,0.05452219386772129,Low Risk
Graduate,0.06577406595509538,Low Risk
Enrolled,0.27122890712502157,Low Risk
Graduate,0.058135367187842076,Low Risk
Graduate,0.05716829347647753,Low Risk
Dropout,0.9909371803147381,High Risk
Graduate,0.05270501102956995,Low Risk
Graduate,0.15765186457946842,Low Risk
Dropout,0.41090488713809414,Medium Risk
Dropout,0.2526169438047516,Low Risk
Enrolled,0.07062687550126176,Low Risk
Graduate,0.03593399089199195,Low Risk
Graduate,0.015297203285956944,Low Risk
Enrolled,0.07676633945640678,Low Risk
Graduate,0.21891305350517345,Low Risk
Graduate,0.05383413655382397,Low Risk
Enrolled,0.40238807714102404,Medium Risk
Enrolled,0.15745016789621824,Low Risk
Graduate,0.03503654428354409,Low Risk
Graduate,0.04566146032154028,Low Risk
Dropout,0.8279420369212879,High Risk
Enrolled,0.09218635655420543,Low Risk
Graduate,0.05184966569418067,Low Risk
Enrolled,0.04934909199068592,Low Risk
Dropout,0.9244674652727319,High Risk
Enrolled,0.03383543718018905,Low Risk
Graduate,0.04434050806874032,Low Risk
Graduate,0.053754845834463195,Low Risk
Graduate,0.05086719959473526,Low Risk
Graduate,0.08839175894302873,Low Risk
Graduate,0.15760218750535482,Low Risk
Graduate,0.08405441164399625,Low Risk
Dropout,0.9493794558085396,High Risk
Graduate,0.05992189616719001,Low Risk
Dropout,0.9832075225350843,High Risk
Dropout,0.8095604974768124,High Risk
Dropout,0.25750826488970296,Low Risk
Dropout,0.4023059329900622,Medium Risk
Graduate,0.09958999839856915,Low Risk
Dropout,0.2948880367296387,Low Risk
Graduate,0.08146910978984927,Low Risk
Dropout,0.5393986898776009,Medium Risk
Graduate,0.06818316215005238,Low Risk
Enrolled,0.0729104647592008,Low Risk
Dropout,0.8443569887997927,High Risk
Enrolled,0.0560188171751861,Low Risk
Enrolled,0.06627488046794486,Low Risk
Enrolled,0.06822460589127781,Low Risk
Dropout,0.9774457772176344,High Risk
Dropout,0.6367507271207699,High Risk
Graduate,0.041005774889292454,Low Risk
Enrolled,0.14377424005591874,Low Risk
Dropout,0.5593297646550821,Medium Risk
Enrolled,0.16274430498872072,Low Risk
Graduate,0.0975592324542328,Low Risk
Dropout,0.8561282800708931,High Risk
Enrolled,0.11752451056576921,Low Risk
Graduate,0.0394896091413569,Low Risk
Graduate,0.08675752567177045,Low Risk
Enrolled,0.11171180273778115,Low Risk
Enrolled,0.15239733902355568,Low Risk
Graduate,0.06283046755532891,Low Risk
Dropout,0.9888674692934836,High Risk
Enrolled,0.3874832160752972,Medium Risk
Graduate,0.06047777193691593,Low Risk
Dropout,0.8558189830492074,High Risk
Graduate,0.03458371293839508,Low Risk
Dropout,0.9880729784811766,High Risk
Dropout,0.8052627894224689,High Risk
Dropout,0.6497380630258596,High Risk
Graduate,0.15288408876496404,Low Risk
Graduate,0.02983408653788413,Low Risk
Graduate,0.0835768650397725,Low Risk
Graduate,0.03539583693647127,Low Risk
Graduate,0.14408088093147348,Low Risk
Graduate,0.059530202147800595,Low Risk
Enrolled,0.15265647056772427,Low Risk
Dropout,0.8778461417745204,High Risk
Graduate,0.0893038152201058,Low Risk
Graduate,0.06574264648781193,Low Risk
Graduate,0.14594247190072349,Low Risk
Dropout,0.787525560625029,High Risk
Graduate,0.2476435701963176,Low Risk
Dropout,0.9902040937177397,High Risk
Graduate,0.09371341643692259,Low Risk
Graduate,0.05250917426934456,Low Risk
Graduate,0.13743004186937796,Low Risk
Enrolled,0.07221482710241588,Low Risk
Graduate,0.05734121319898436,Low Risk
Graduate,0.029985143980781552,Low Risk
Dropout,0.9946576855870719,High Risk
Graduate,0.09830867292740285,Low Risk
Enrolled,0.02285356796181007,Low Risk
Enrolled,0.06878228034250147,Low Risk
Dropout,0.9449064527287566,High Risk
Enrolled,0.14851421804905995,Low Risk
Graduate,0.15087762716399725,Low Risk
Graduate,0.03773042479072725,Low Risk
Dropout,0.9948330961494476,High Risk
Dropout,0.985794949387193,High Risk
Enrolled,0.35595619532042394,Medium Risk
Graduate,0.19450691099638245,Low Risk
Graduate,0.028547941893766908,Low Risk
Dropout,0.977994893435952,High Risk
Graduate,0.020727369683552703,Low Risk
Dropout,0.9947082136817976,High Risk
Graduate,0.048284775171685765,Low Risk
Enrolled,0.1255503488482951,Low Risk
Dropout,0.9668992595511589,High Risk
Dropout,0.966657829796445,High Risk
Graduate,0.13234557692733792,Low Risk
Dropout,0.8380942644334437,High Risk
Dropout,0.12312297417858739,Low Risk
Enrolled,0.12979458641977448,Low Risk
Graduate,0.054196701360313015,Low Risk
Dropout,0.9695503864766905,High Risk
Graduate,0.32791588459955195,Medium Risk
Graduate,0.18133085757694326,Low Risk
Dropout,0.28576580669319257,Low Risk
Enrolled,0.34933214890266584,Medium Risk
Graduate,0.03697788778719609,Low Risk
Graduate,0.639871053844823,High Risk
Enrolled,0.27757258025675896,Low Risk
Graduate,0.035039297885103404,Low Risk
Enrolled,0.1362248924027322,Low Risk
Dropout,0.9783611872039755,High Risk
Graduate,0.015124862465109567,Low Risk
Dropout,0.9724409043614672,High Risk
Dropout,0.9737616113434263,High Risk
Dropout,0.15138417519605987,Low Risk
Dropout,0.9926618947819247,High Risk
Dropout,0.8201339988014411,High Risk
Dropout,0.9810603466209605,High Risk
Dropout,0.7488766835124377,High Risk
Graduate,0.05311035253914048,Low Risk
Enrolled,0.4930639933092054,Medium Risk
Dropout,0.984705165328543,High Risk
Dropout,0.9625502995756814,High Risk
Dropout,0.9942707823121697,High Risk
Graduate,0.08076854527725917,Low Risk
Graduate,0.18280687218772723,Low Risk
Graduate,0.11344195895428764,Low Risk
Graduate,0.00962892764835152,Low Risk
Graduate,0.028436814263835205,Low Risk
Graduate,0.009593384052683415,Low Risk
Dropout,0.8321345584013343,High Risk
Enrolled,0.6598998755489772,High Risk
Dropout,0.4824877687380228,Medium Risk
Graduate,0.03686762382770026,Low Risk
Enrolled,0.11662249496588555,Low Risk
Enrolled,0.26548888648777136,Low Risk
Graduate,0.04964163301478415,Low Risk
Enrolled,0.8570044572024511,High Risk
Enrolled,0.10360607206592766,Low Risk
Graduate,0.04242933619151342,Low Risk
Graduate,0.03837369205626876,Low Risk
Graduate,0.06808192402846246,Low Risk
Enrolled,0.7460017936949361,High Risk
Dropout,0.9870740323798862,High Risk
Enrolled,0.02924219705555185,Low Risk
Dropout,0.9899518893542347,High Risk
Dropout,0.9932105700680143,High Risk
Dropout,0.8893112689652515,High Risk
Graduate,0.44639346883971803,Medium Risk
Graduate,0.43432626949683156,Medium Risk
Dropout,0.5655639334140857,Medium Risk
Enrolled,0.11750240800971683,Low Risk
Dropout,0.8433032174271876,High Risk
Enrolled,0.1224070921384858,Low Risk
Graduate,0.040846772193952684,Low Risk
Enrolled,0.3273619589889455,Medium Risk
Dropout,0.8965835409652141,High Risk
Dropout,0.2509217355747961,Low Risk
Graduate,0.06634726944595218,Low Risk
Graduate,0.3076223119757665,Medium Risk
Enrolled,0.07316316803626993,Low Risk
Enrolled,0.23334332424944912,Low Risk
Dropout,0.8866487607256336,High Risk
Graduate,0.021475686893589415,Low Risk
Dropout,0.9004308242327282,High Risk
Dropout,0.768996430609033,High Risk
Enrolled,0.22551133018190614,Low Risk
Dropout,0.8572969109100746,High Risk
Enrolled,0.19179106891580566,Low Risk
Enrolled,0.16704438694302273,Low Risk
Enrolled,0.05392072626514914,Low Risk
Graduate,0.0213471716309648,Low Risk
Dropout,0.18154626698893428,Low Risk
Dropout,0.7058911975522163,High Risk
Graduate,0.36839341165566863,Medium Risk
Enrolled,0.1850495372094581,Low Risk
Enrolled,0.25605180044311643,Low Risk
Graduate,0.059294871610071194,Low Risk
Dropout,0.9581129366271907,High Risk
Enrolled,0.08919656016452786,Low Risk
Graduate,0.04155429620463553,Low Risk
Graduate,0.07898524194926845,Low Risk
Enrolled,0.16508421609490934,Low Risk
Graduate,0.031998032053360714,Low Risk
Dropout,0.5218235837256316,Medium Risk
Enrolled,0.048386984762805035,Low Risk
Graduate,0.048870823002947816,Low Risk
Dropout,0.9873025912419844,High Risk
Graduate,0.025055353973960724,Low Risk
Dropout,0.8007659939049724,High Risk
Graduate,0.05662476100241479,Low Risk
Dropout,0.5733528040688958,Medium Risk
Dropout,0.7382957490325386,High Risk
Graduate,0.15188934934411652,Low Risk
Graduate,0.10112266374216221,Low Risk
Graduate,0.05405363202055631,Low Risk
Dropout,0.9435404979328492,High Risk
Dropout,0.7697492071755135,High Risk
Dropout,0.8417571595122276,High Risk
Dropout,0.991341448561173,High Risk
Graduate,0.04064185215887883,Low Risk
Dropout,0.7284473823276891,High Risk
Dropout,0.7399915282610123,High Risk
Dropout,0.9079601421552695,High Risk
Graduate,0.31095389640188303,Medium Risk
Dropout,0.9872720341488835,High Risk
Graduate,0.13965097518610792,Low Risk
Enrolled,0.00444653995219375,Low Risk
Graduate,0.3107484861778424,Medium Risk
Graduate,0.04023710721184835,Low Risk
Graduate,0.3517459716100034,Medium Risk
Graduate,0.05019148145983136,Low Risk
Dropout,0.9307062504506833,High Risk
Graduate,0.05069102511131725,Low Risk
Graduate,0.03813936096178637,Low Risk
Graduate,0.016144990280434524,Low Risk
Graduate,0.08490141906995292,Low Risk
Graduate,0.04052667563877424,Low Risk
Dropout,0.7485250830442,High Risk
Dropout,0.3802211932844557,Medium Risk
Graduate,0.019472066623084903,Low Risk
Graduate,0.019680842404358686,Low Risk
Dropout,0.05058828073273284,Low Risk
Graduate,0.027354623305661716,Low Risk
Enrolled,0.025823888537686104,Low Risk
Graduate,0.04635819302808494,Low Risk
Enrolled,0.11327499365228888,Low Risk
Graduate,0.02696865751364843,Low Risk
Dropout,0.8652002209585545,High Risk
Graduate,0.01782303489987449,Low Risk
Graduate,0.027211474877497328,Low Risk
Enrolled,0.19875705546303782,Low Risk
Graduate,0.2159209208502017,Low Risk
Enrolled,0.20356031506851394,Low Risk
Graduate,0.12635031687051987,Low Risk
Graduate,0.0352392115722784,Low Risk
Graduate,0.03349809329279911,Low Risk
Graduate,0.030368816866560976,Low Risk
Graduate,0.03170012125655539,Low Risk
Enrolled,0.11258446765958782,Low Risk
Graduate,0.026867777376916466,Low Risk
Graduate,0.04447827431549136,Low Risk
Dropout,0.8538969335085047,High Risk
Graduate,0.1519709792668398,Low Risk
Enrolled,0.40720133276118237,Medium Risk
Graduate,0.025416802995975627,Low Risk
Dropout,0.8258291860173417,High Risk
Graduate,0.054593503505026945,Low Risk
Graduate,0.04895430729065547,Low Risk
Dropout,0.9390878709485379,High Risk
Dropout,0.9835595733352567,High Risk
Graduate,0.12412871346245657,Low Risk
Graduate,0.10396457593400191,Low Risk
Dropout,0.9812318161202108,High Risk
Enrolled,0.384267737951861,Medium Risk
Enrolled,0.22798077213918805,Low Risk
Dropout,0.19480521051314764,Low Risk
Dropout,0.15603514101685428,Low Risk
Graduate,0.07647490308607943,Low Risk
Graduate,0.03286132299827731,Low Risk
Graduate,0.1261662280292013,Low Risk
Dropout,0.984173831752662,High Risk
Enrolled,0.4185991292993583,Medium Risk
Dropout,0.5263715944299402,Medium Risk
Dropout,0.966787020288176,High Risk
Dropout,0.9817366989822542,High Risk
Graduate,0.04192690213852197,Low Risk
Enrolled,0.07520731588239164,Low Risk
Dropout,0.9460501056474518,High Risk
Graduate,0.03231798540325017,Low Risk
Graduate,0.0229741042398983,Low Risk
Dropout,0.9392531050875238,High Risk
Dropout,0.7313163825265916,High Risk
Dropout,0.9629749272615944,High Risk
Graduate,0.01948180539340446,Low Risk
Graduate,0.05521722846490879,Low Risk
Dropout,0.9882005960973352,High Risk
Graduate,0.04177162914223293,Low Risk
Graduate,0.06956151305442865,Low Risk
Enrolled,0.1687157908909104,Low Risk
Dropout,0.5205857351509788,Medium Risk
Enrolled,0.12462867232270011,Low Risk
Dropout,0.5866535056386118,Medium Risk
Graduate,0.02079225947191177,Low Risk
Enrolled,0.14680783885856932,Low Risk
Graduate,0.031978527583947945,Low Risk
Dropout,0.7573518254150534,High Risk
Enrolled,0.5458709831185022,Medium Risk
Graduate,0.055157590915676284,Low Risk
Graduate,0.03267565188726239,Low Risk
Graduate,0.05236017197836835,Low Risk
Enrolled,0.9846035341610423,High Risk
Dropout,0.6218900400562958,High Risk
Dropout,0.937421568117379,High Risk
Graduate,0.055680596473788445,Low Risk
Graduate,0.08571474978330561,Low Risk
Graduate,0.0309563744636913,Low Risk
Graduate,0.09293961058514141,Low Risk
Graduate,0.11090259928788372,Low Risk
Dropout,0.4861845399760267,Medium Risk
Graduate,0.004360224034878272,Low Risk
Enrolled,0.30558610109409756,Medium Risk
Dropout,0.9929273953477102,High Risk
Graduate,0.13203545351440274,Low Risk
Graduate,0.06017838896159372,Low Risk
Dropout,0.8996914856297087,High Risk
Dropout,0.7382190094600133,High Risk
Enrolled,0.08307752081028104,Low Risk
Dropout,0.8552872441995849,High Risk
Graduate,0.08132701495548789,Low Risk
Graduate,0.11384662171664015,Low Risk
Enrolled,0.0982295848434366,Low Risk
Graduate,0.0835885964270006,Low Risk
Dropout,0.9775112558349405,High Risk
Dropout,0.3225836753094785,Medium Risk
Enrolled,0.4680381408388745,Medium Risk
Dropout,0.15972411683635276,Low Risk
Dropout,0.9591773490032222,High Risk
Dropout,0.9973252414651559,High Risk
Dropout,0.7018695335364183,High Risk
Dropout,0.9024679193637344,High Risk
Dropout,0.966117659963288,High Risk
Dropout,0.9846597896630225,High Risk
Dropout,0.6849874771328717,High Risk
Enrolled,0.19666626222012779,Low Risk
Graduate,0.15309512941764208,Low Risk
Enrolled,0.20492916403113376,Low Risk
Enrolled,0.38961560807809975,Medium Risk
Dropout,0.9302095518169227,High Risk
Enrolled,0.09673972231471095,Low Risk
Enrolled,0.08505414208001198,Low Risk
Dropout,0.9660125888423635,High Risk
Graduate,0.03182559258151094,Low Risk
Graduate,0.03388242804543562,Low Risk
Graduate,0.005115424558876628,Low Risk
Dropout,0.42819185900832196,Medium Risk
Graduate,0.06975659671525782,Low Risk
Graduate,0.16813215114162838,Low Risk
Graduate,0.0357611023937383,Low Risk
Dropout,0.9567386878490258,High Risk
Dropout,0.950386451756445,High Risk
Enrolled,0.1467829359323071,Low Risk
Dropout,0.9824949462818032,High Risk
Enrolled,0.7128543759026482,High Risk
Enrolled,0.14433855290073846,Low Risk
Enrolled,0.2901926344657406,Low Risk
Graduate,0.04803614051742748,Low Risk
Enrolled,0.2890841448253712,Low Risk
Enrolled,0.2447744637956111,Low Risk
Dropout,0.9714852643016607,High Risk
Graduate,0.1058607464184752,Low Risk
Dropout,0.3500363683107127,Medium Risk
Graduate,0.24941939768940202,Low Risk
Graduate,0.050924935293819,Low Risk
Enrolled,0.08378804911235255,Low Risk
Graduate,0.048263418067372645,Low Risk
Dropout,0.18272027824331794,Low Risk
Enrolled,0.10644717935194452,Low Risk
Dropout,0.08451186519671298,Low Risk
Enrolled,0.32884213140062424,Medium Risk
Dropout,0.9865995705239603,High Risk
Graduate,0.20608946115140864,Low Risk
Dropout,0.93479246522226,High Risk
Graduate,0.056084639505225325,Low Risk
Graduate,0.053565357680819575,Low Risk
Dropout,0.8869887109626342,High Risk
Dropout,0.8663890208361512,High Risk
Dropout,0.8905895448273199,High Risk
Enrolled,0.011686632852795354,Low Risk
Graduate,0.03880216578056976,Low Risk
Graduate,0.02315588844000395,Low Risk
Dropout,0.6160473431068525,High Risk
Dropout,0.8382812544703978,High Risk
Dropout,0.9489399718472622,High Risk
Dropout,0.23607476563397584,Low Risk
Graduate,0.28974872941694924,Low Risk
Graduate,0.06011746426524833,Low Risk
Dropout,0.2982703939224124,Low Risk
Dropout,0.9475118868562973,High Risk
Dropout,0.9608806799752981,High Risk
Enrolled,0.10345801679143157,Low Risk
Dropout,0.9755993086323712,High Risk
Enrolled,0.33706374020971225,Medium Risk
Graduate,0.18304464496137512,Low Risk
Graduate,0.04841277459026709,Low Risk
Graduate,0.047724200072093506,Low Risk
Dropout,0.4905219474169418,Medium Risk
Graduate,0.07494124450425775,Low Risk
Dropout,0.7637147744507934,High Risk
Enrolled,0.1258965886814402,Low Risk
Graduate,0.060138935553701686,Low Risk
Graduate,0.04039265772915484,Low Risk
Dropout,0.9892252194804447,High Risk
Dropout,0.4652087289994716,Medium Risk
Enrolled,0.6362781864443948,High Risk
Enrolled,0.1830204148400813,Low Risk
Enrolled,0.49313726045155304,Medium Risk
Dropout,0.6595213521886412,High Risk
Graduate,0.023955080235175563,Low Risk
Graduate,0.031783125432903334,Low Risk
Graduate,0.02137549812585759,Low Risk
Enrolled,0.37323216999948355,Medium Risk
Dropout,0.992395956853652,High Risk
Enrolled,0.027841050004355775,Low Risk
Dropout,0.5451792293193243,Medium Risk
Graduate,0.0635204109288764,Low Risk
Graduate,0.07087698992017773,Low Risk
Dropout,0.7834036492558673,High Risk
Graduate,0.03271742453500429,Low Risk
Graduate,0.004316592947977784,Low Risk
Graduate,0.03069905466866131,Low Risk
Enrolled,0.20251181520174288,Low Risk
Graduate,0.03487852043597697,Low Risk
Graduate,0.312670063028278,Medium Risk
Dropout,0.9761078306783904,High Risk
Dropout,0.9661570904626274,High Risk
Graduate,0.06297792719240376,Low Risk
Enrolled,0.2936876972422203,Low Risk
Graduate,0.1730462191397034,Low Risk
Dropout,0.7843288814211627,High Risk
Dropout,0.13314419373333258,Low Risk
Dropout,0.7730423134819135,High Risk
Graduate,0.05391129821282097,Low Risk
Enrolled,0.39246318908046335,Medium Risk
Dropout,0.99545188008196,High Risk
Dropout,0.04044062059389931,Low Risk
Graduate,0.04845325714787496,Low Risk
Graduate,0.06905633604429198,Low Risk
Dropout,0.967567033400898,High Risk
Dropout,0.995853448990806,High Risk
Graduate,0.6307365151958534,High Risk
Graduate,0.3767291030244935,Medium Risk
Graduate,0.06112833860986516,Low Risk
Enrolled,0.7944286908390931,High Risk
Dropout,0.8393527728605249,High Risk
Enrolled,0.7171990139944977,High Risk
Dropout,0.9767132353010111,High Risk
Graduate,0.019100560319886314,Low Risk
Dropout,0.7724903672412562,High Risk
Graduate,0.11728506557018406,Low Risk
Dropout,0.9707812368567305,High Risk
Dropout,0.9734700489485494,High Risk
Graduate,0.028083253562073248,Low Risk
Graduate,0.5036099741722675,Medium Risk
Dropout,0.9764812045244996,High Risk
Dropout,0.9072531909884336,High Risk
Graduate,0.060494711953977515,Low Risk
Dropout,0.9735659138043786,High Risk
Graduate,0.11978750028760747,Low Risk
Graduate,0.03426683339001996,Low Risk
Dropout,0.9856587866351221,High Risk
Dropout,0.9622448536883509,High Risk
Dropout,0.5614421215988891,Medium Risk
Graduate,0.05293119928679264,Low Risk
Enrolled,0.11632603760875246,Low Risk
Dropout,0.5522613430083817,Medium Risk
Dropout,0.9703133175256734,High Risk
Graduate,0.0930719926447437,Low Risk
Enrolled,0.07513588038416504,Low Risk
Graduate,0.021317932485124043,Low Risk
Dropout,0.8906394166786181,High Risk
Dropout,0.9850348977806614,High Risk
Graduate,0.05108879898317142,Low Risk
Graduate,0.08207965019376305,Low Risk
Graduate,0.14407009323171993,Low Risk
Graduate,0.021754330967018624,Low Risk
Dropout,0.8444951189885491,High Risk
Enrolled,0.09128435400733796,Low Risk
Graduate,0.06482768567692596,Low Risk
Enrolled,0.222966584486004,Low Risk
Enrolled,0.14534056202062426,Low Risk
Dropout,0.8711708777484455,High Risk
Graduate,0.26301750071800595,Low Risk
Graduate,0.08710469778907991,Low Risk
Graduate,0.07091095670963227,Low Risk
Graduate,0.08880791162837462,Low Risk
Graduate,0.05312270399398316,Low Risk
Graduate,0.03755379813579386,Low Risk
Graduate,0.05612317915924482,Low Risk
Graduate,0.029904488442880156,Low Risk
Graduate,0.03403193695069443,Low Risk
Graduate,0.04578950343935977,Low Risk
Enrolled,0.2598452185489075,Low Risk
Graduate,0.03075771387035377,Low Risk
Graduate,0.07131321533589544,Low Risk
Graduate,0.022394829473608716,Low Risk
Graduate,0.024437035934105924,Low Risk
Dropout,0.9377143020720474,High Risk
Graduate,0.07251157124450572,Low Risk
Graduate,0.04312108849917126,Low Risk
Graduate,0.03472942063005106,Low Risk
Graduate,0.037702992121233216,Low Risk
Graduate,0.04230896501090383,Low Risk
Enrolled,0.13803166230780956,Low Risk
Enrolled,0.21073085700107422,Low Risk
Graduate,0.021059161429766396,Low Risk
Enrolled,0.275459215033102,Low Risk
Graduate,0.06354534956739032,Low Risk
Dropout,0.8648017424214742,High Risk
Graduate,0.07010278300824532,Low Risk
Graduate,0.02127603504561327,Low Risk
Graduate,0.04316152805713371,Low Risk
Enrolled,0.13946297711472133,Low Risk
Graduate,0.06022292517281698,Low Risk
Graduate,0.038846024360516936,Low Risk
Graduate,0.03783123074873132,Low Risk
Graduate,0.10819838881591685,Low Risk
Graduate,0.02373715528659856,Low Risk
Graduate,0.04778434277325715,Low Risk
Graduate,0.0664825129346769,Low Risk
Graduate,0.18473973376366024,Low Risk
Graduate,0.01189861571315733,Low Risk
Dropout,0.47619281779243494,Medium Risk
Graduate,0.13137659843948893,Low Risk
Graduate,0.02557425899303713,Low Risk
Graduate,0.012676599519975362,Low Risk
Graduate,0.024584207949671616,Low Risk
Graduate,0.033610266453071476,Low Risk
Dropout,0.07385593622934376,Low Risk
Graduate,0.04849125579488582,Low Risk
Graduate,0.018080506942252623,Low Risk
Graduate,0.14669815542207235,Low Risk
Graduate,0.017583719613044647,Low Risk
Graduate,0.03553645809078812,Low Risk
Dropout,0.9799881913140387,High Risk
Dropout,0.9280016290147548,High Risk
Dropout,0.8164795624631126,High Risk
Graduate,0.020030963685888525,Low Risk
Enrolled,0.10557896899467321,Low Risk
Graduate,0.12650874726422276,Low Risk
Enrolled,0.26507331008160023,Low Risk
Graduate,0.05552163964328396,Low Risk
Dropout,0.0501501603656673,Low Risk
Enrolled,0.45435960632557026,Medium Risk
Graduate,0.05349372480855904,Low Risk
Enrolled,0.14825566585035876,Low Risk
Graduate,0.06275158815307921,Low Risk
Graduate,0.04198459181712661,Low Risk
Graduate,0.18665836432880006,Low Risk
Graduate,0.08565933316574231,Low Risk
Graduate,0.0939689174205489,Low Risk
Enrolled,0.04402589256376538,Low Risk
Enrolled,0.5719682974679346,Medium Risk
Graduate,0.08276085909076471,Low Risk
Enrolled,0.409983418519283,Medium Risk
Graduate,0.022374909457937936,Low Risk
Dropout,0.09109131720979212,Low Risk
Graduate,0.03266618132916355,Low Risk
Graduate,0.06627619345712145,Low Risk
Dropout,0.05738615885322367,Low Risk
Enrolled,0.09316912503837242,Low Risk
Graduate,0.013629939742894741,Low Risk
Enrolled,0.08138233473284466,Low Risk
Graduate,0.07985793671421726,Low Risk
Graduate,0.038208398162840704,Low Risk
Graduate,0.030709200895142688,Low Risk
Graduate,0.05119410532054351,Low Risk
Graduate,0.013087391843025962,Low Risk
Graduate,0.0171265311159369,Low Risk
Graduate,0.35808590889492053,Medium Risk
Graduate,0.023155289958638598,Low Risk
Enrolled,0.8959787842832629,High Risk
Graduate,0.03862925971865618,Low Risk
Enrolled,0.1317210100171276,Low Risk
Graduate,0.05710948711884459,Low Risk
Dropout,0.48510883150063067,Medium Risk
Enrolled,0.16153147669230247,Low Risk
Graduate,0.004258550621337295,Low Risk
Dropout,0.9222575201311475,High Risk
Graduate,0.10008206950560947,Low Risk
Graduate,0.0338557647872976,Low Risk
Graduate,0.0539528040895471,Low Risk
Dropout,0.8468233616666918,High Risk
Graduate,0.26322471288345073,Low Risk
Dropout,0.8579048946402862,High Risk
Dropout,0.6967334636498074,High Risk
Graduate,0.11122653822960718,Low Risk
Dropout,0.29517998886460683,Low Risk
Dropout,0.9692946660025056,High Risk
Graduate,0.01991870356532323,Low Risk
Graduate,0.03408306118287249,Low Risk
Graduate,0.019588127790900533,Low Risk
Graduate,0.08608883157554986,Low Risk
Dropout,0.9752096559711341,High Risk
Graduate,0.07008976101017748,Low Risk
Graduate,0.18147535321927194,Low Risk
Dropout,0.5579589676556571,Medium Risk
Dropout,0.9788675530506297,High Risk
Dropout,0.9901152520870596,High Risk
Graduate,0.015810382646123198,Low Risk
Graduate,0.11997083586727753,Low Risk
Graduate,0.034229973032056535,Low Risk
Enrolled,0.03257380758460423,Low Risk
Graduate,0.04291199742034145,Low Risk
Dropout,0.9751085033380577,High Risk
Dropout,0.993428539222298,High Risk
Dropout,0.6326322909392734,High Risk
Graduate,0.029050710796199024,Low Risk
Enrolled,0.20685871505641726,Low Risk
Graduate,0.049312920915104225,Low Risk
Graduate,0.1921945799477171,Low Risk
Enrolled,0.31954675776483843,Medium Risk
Graduate,0.02567863325940133,Low Risk
Graduate,0.03492828596490127,Low Risk
Graduate,0.05287211844497321,Low Risk
Dropout,0.9947828706397055,High Risk
Graduate,0.14971960656651936,Low Risk
Dropout,0.9946340910635979,High Risk
Graduate,0.07873174319141202,Low Risk
Enrolled,0.3165041339372378,Medium Risk
Dropout,0.7579305354043137,High Risk
Dropout,0.7629448832956264,High Risk
Graduate,0.04123168535895662,Low Risk
Graduate,0.031131486909917485,Low Risk
Dropout,0.9778714349841112,High Risk
Graduate,0.10301847348990596,Low Risk
Graduate,0.01655123516709095,Low Risk
Graduate,0.03970972961347432,Low Risk
Graduate,0.0672387981595728,Low Risk
Graduate,0.030348391824482814,Low Risk
Dropout,0.9790966399091953,High Risk
Dropout,0.4083705904632779,Medium Risk
Graduate,0.07143198452401243,Low Risk
Graduate,0.04600639630538964,Low Risk
Graduate,0.12010499193564918,Low Risk
Graduate,0.03404994998525328,Low Risk
Dropout,0.9475146853027826,High Risk
Enrolled,0.06512007515087259,Low Risk
Graduate,0.03482923647337599,Low Risk
Graduate,0.018691809051043232,Low Risk
Graduate,0.021888895394274417,Low Risk
Enrolled,0.1989797468934206,Low Risk
Graduate,0.07295494419293244,Low Risk
Dropout,0.8109211438977445,High Risk
Graduate,0.048834395261305126,Low Risk
Graduate,0.04854217208871271,Low Risk
Graduate,0.05331300216928836,Low Risk
Graduate,0.06808969732216782,Low Risk
Graduate,0.03737041127247911,Low Risk
Graduate,0.0371283049226858,Low Risk
Graduate,0.030527616370155452,Low Risk
Graduate,0.034299312897716,Low Risk
Enrolled,0.30050885798991706,Medium Risk
Dropout,0.9401311326013432,High Risk
Graduate,0.05516438855377382,Low Risk
Graduate,0.01950124017170052,Low Risk
Graduate,0.07746132538018723,Low Risk
Graduate,0.026853867668645413,Low Risk
Graduate,0.03040694288121836,Low Risk
Graduate,0.016291339202830143,Low Risk
Graduate,0.04919260991684756,Low Risk
Graduate,0.04575432078890364,Low Risk
Graduate,0.054008047843518085,Low Risk
Graduate,0.024093071958619854,Low Risk
Graduate,0.024678486074546035,Low Risk
Graduate,0.019870073724950418,Low Risk
Graduate,0.035686883161602734,Low Risk
Graduate,0.08455643455948614,Low Risk
Graduate,0.03148039175358594,Low Risk
Dropout,0.9906016518900107,High Risk
Dropout,0.9413672267684844,High Risk
Dropout,0.22132162649297055,Low Risk
Graduate,0.029963260017237,Low Risk
Dropout,0.88028536709306,High Risk
Graduate,0.027612512940435638,Low Risk
Enrolled,0.050282118603772574,Low Risk
Graduate,0.03158257771372393,Low Risk
Graduate,0.032921279771707994,Low Risk
Dropout,0.8308138428397891,High Risk
Graduate,0.047389609208070844,Low Risk
Dropout,0.9853586566012703,High Risk
Graduate,0.019057013319796232,Low Risk
